StartTime,Demand,SettlementPeriod
2023-09-03 03:00:00+00:00,112644,7
2023-09-03 03:30:00+00:00,111614,8
2023-09-03 04:00:00+00:00,111390,9
2023-09-03 04:30:00+00:00,112044,10
2023-09-03 05:00:00+00:00,114154,11
2023-09-03 05:30:00+00:00,115494,12
2023-09-03 06:00:00+00:00,118831,13
2023-09-03 06:30:00+00:00,119943,14
2023-09-03 07:00:00+00:00,122792,15
2023-09-03 07:30:00+00:00,123430,16
2023-09-03 08:00:00+00:00,125508,17
2023-09-03 08:30:00+00:00,123917,18
2023-09-03 09:00:00+00:00,120808,19
2023-09-03 09:30:00+00:00,119450,20
2023-09-03 10:00:00+00:00,119649,21
2023-09-03 10:30:00+00:00,117423,22
2023-09-03 11:00:00+00:00,118514,23
2023-09-03 11:30:00+00:00,118787,24
2023-09-03 12:00:00+00:00,117022,25
2023-09-03 12:30:00+00:00,117674,26
2023-09-03 13:00:00+00:00,117160,27
2023-09-03 13:30:00+00:00,117816,28
2023-09-03 14:00:00+00:00,118890,29
2023-09-03 14:30:00+00:00,123201,30
2023-09-03 15:00:00+00:00,129761,31
2023-09-03 15:30:00+00:00,139632,32
2023-09-03 16:00:00+00:00,152880,33
2023-09-03 16:30:00+00:00,163077,34
2023-09-03 17:00:00+00:00,168043,35
2023-09-03 17:30:00+00:00,170807,36
2023-09-03 18:00:00+00:00,170218,37
2023-09-03 18:30:00+00:00,171076,38
2023-09-03 19:00:00+00:00,174404,39
2023-09-03 19:30:00+00:00,174053,40
2023-09-03 20:00:00+00:00,169069,41
2023-09-03 20:30:00+00:00,162893,42
2023-09-03 21:00:00+00:00,155938,43
2023-09-03 21:30:00+00:00,147341,44
2023-09-03 22:00:00+00:00,140580,45
2023-09-03 22:30:00+00:00,135429,46
2023-09-03 23:00:00+00:00,132279,47
2023-09-03 23:30:00+00:00,131203,48
2023-09-04 00:00:00+00:00,128984,1
2023-09-04 00:30:00+00:00,127735,2
2023-09-04 01:00:00+00:00,128283,3
2023-09-04 01:30:00+00:00,126611,4
2023-09-04 02:00:00+00:00,125502,5
2023-09-04 02:30:00+00:00,124129,6
2023-09-04 03:00:00+00:00,122826,7
2023-09-04 03:30:00+00:00,124754,8
2023-09-04 04:00:00+00:00,129208,9
2023-09-04 04:30:00+00:00,134790,10
2023-09-04 05:00:00+00:00,145184,11
2023-09-04 05:30:00+00:00,154178,12
2023-09-04 06:00:00+00:00,160609,13
2023-09-04 06:30:00+00:00,164694,14
2023-09-04 07:00:00+00:00,167943,15
2023-09-04 07:30:00+00:00,166320,16
2023-09-04 08:00:00+00:00,165879,17
2023-09-04 08:30:00+00:00,161741,18
2023-09-04 09:00:00+00:00,156512,19
2023-09-04 09:30:00+00:00,152265,20
2023-09-04 10:00:00+00:00,150198,21
2023-09-04 10:30:00+00:00,149157,22
2023-09-04 11:00:00+00:00,148545,23
2023-09-04 11:30:00+00:00,147277,24
2023-09-04 12:00:00+00:00,146758,25
2023-09-04 12:30:00+00:00,146491,26
2023-09-04 13:00:00+00:00,148083,27
2023-09-04 13:30:00+00:00,149340,28
2023-09-04 14:00:00+00:00,150714,29
2023-09-04 14:30:00+00:00,155005,30
2023-09-04 15:00:00+00:00,160868,31
2023-09-04 15:30:00+00:00,170490,32
2023-09-04 16:00:00+00:00,183012,33
2023-09-04 16:30:00+00:00,188255,34
2023-09-04 17:00:00+00:00,194999,35
2023-09-04 17:30:00+00:00,196754,36
2023-09-04 18:00:00+00:00,196783,37
2023-09-04 18:30:00+00:00,197257,38
2023-09-04 19:00:00+00:00,195253,39
2023-09-04 19:30:00+00:00,191258,40
2023-09-04 20:00:00+00:00,185469,41
2023-09-04 20:30:00+00:00,179829,42
2023-09-04 21:00:00+00:00,171176,43
2023-09-04 21:30:00+00:00,162089,44
2023-09-04 22:00:00+00:00,154617,45
2023-09-04 22:30:00+00:00,148470,46
2023-09-04 23:00:00+00:00,144518,47
2023-09-04 23:30:00+00:00,141627,48
2023-09-05 00:00:00+00:00,140366,1
2023-09-05 00:30:00+00:00,139878,2
2023-09-05 01:00:00+00:00,140548,3
2023-09-05 01:30:00+00:00,138659,4
2023-09-05 02:00:00+00:00,137859,5
2023-09-05 02:30:00+00:00,136947,6
2023-09-05 03:00:00+00:00,136303,7
2023-09-05 03:30:00+00:00,135614,8
2023-09-05 04:00:00+00:00,137109,9
2023-09-05 04:30:00+00:00,141935,10
2023-09-05 05:00:00+00:00,147495,11
2023-09-05 05:30:00+00:00,155653,12
2023-09-05 06:00:00+00:00,160803,13
2023-09-05 06:30:00+00:00,165336,14
2023-09-05 07:00:00+00:00,169840,15
2023-09-05 07:30:00+00:00,170460,16
2023-09-05 08:00:00+00:00,168753,17
2023-09-05 08:30:00+00:00,166150,18
2023-09-05 09:00:00+00:00,160242,19
2023-09-05 09:30:00+00:00,156189,20
2023-09-05 10:00:00+00:00,154437,21
2023-09-05 10:30:00+00:00,153238,22
2023-09-05 11:00:00+00:00,152878,23
2023-09-05 11:30:00+00:00,153160,24
2023-09-05 12:00:00+00:00,153121,25
2023-09-05 12:30:00+00:00,150936,26
2023-09-05 13:00:00+00:00,149392,27
2023-09-05 13:30:00+00:00,150834,28
2023-09-05 14:00:00+00:00,157406,29
2023-09-05 14:30:00+00:00,164372,30
2023-09-05 15:00:00+00:00,173069,31
2023-09-05 15:30:00+00:00,183204,32
2023-09-05 16:00:00+00:00,192838,33
2023-09-05 16:30:00+00:00,198059,34
2023-09-05 17:00:00+00:00,203734,35
2023-09-05 17:30:00+00:00,206227,36
2023-09-05 18:00:00+00:00,204973,37
2023-09-05 18:30:00+00:00,203747,38
2023-09-05 19:00:00+00:00,206098,39
2023-09-05 19:30:00+00:00,203732,40
2023-09-05 20:00:00+00:00,198654,41
2023-09-05 20:30:00+00:00,191823,42
2023-09-05 21:00:00+00:00,182831,43
2023-09-05 21:30:00+00:00,176067,44
2023-09-05 22:00:00+00:00,170025,45
2023-09-05 22:30:00+00:00,162650,46
2023-09-05 23:00:00+00:00,156695,47
2023-09-05 23:30:00+00:00,155356,48
2023-09-06 00:00:00+00:00,150850,1
2023-09-06 00:30:00+00:00,149544,2
2023-09-06 01:00:00+00:00,147860,3
2023-09-06 01:30:00+00:00,145965,4
2023-09-06 02:00:00+00:00,143944,5
2023-09-06 02:30:00+00:00,143727,6
2023-09-06 03:00:00+00:00,143757,7
2023-09-06 03:30:00+00:00,142982,8
2023-09-06 04:00:00+00:00,148114,9
2023-09-06 04:30:00+00:00,153700,10
2023-09-06 05:00:00+00:00,156646,11
2023-09-06 05:30:00+00:00,164919,12
2023-09-06 06:00:00+00:00,173384,13
2023-09-06 06:30:00+00:00,175950,14
2023-09-06 07:00:00+00:00,180228,15
2023-09-06 07:30:00+00:00,180359,16
2023-09-06 08:00:00+00:00,180593,17
2023-09-06 08:30:00+00:00,179401,18
2023-09-06 09:00:00+00:00,174012,19
2023-09-06 09:30:00+00:00,170923,20
2023-09-06 10:00:00+00:00,166903,21
2023-09-06 10:30:00+00:00,164215,22
2023-09-06 11:00:00+00:00,162565,23
2023-09-06 11:30:00+00:00,162250,24
2023-09-06 12:00:00+00:00,162806,25
2023-09-06 12:30:00+00:00,164003,26
2023-09-06 13:00:00+00:00,162416,27
2023-09-06 13:30:00+00:00,163148,28
2023-09-06 14:00:00+00:00,167161,29
2023-09-06 14:30:00+00:00,173457,30
2023-09-06 15:00:00+00:00,180932,31
2023-09-06 15:30:00+00:00,187021,32
2023-09-06 16:00:00+00:00,193646,33
2023-09-06 16:30:00+00:00,198063,34
2023-09-06 17:00:00+00:00,201378,35
2023-09-06 17:30:00+00:00,201964,36
2023-09-06 18:00:00+00:00,201256,37
2023-09-06 18:30:00+00:00,199334,38
2023-09-06 19:00:00+00:00,195690,39
2023-09-06 19:30:00+00:00,190877,40
2023-09-06 20:00:00+00:00,182614,41
2023-09-06 20:30:00+00:00,178443,42
2023-09-06 21:00:00+00:00,169727,43
2023-09-06 21:30:00+00:00,161986,44
2023-09-06 22:00:00+00:00,150757,45
2023-09-06 22:30:00+00:00,143317,46
2023-09-06 23:00:00+00:00,141575,47
2023-09-06 23:30:00+00:00,140808,48
2023-09-07 00:00:00+00:00,141032,1
2023-09-07 00:30:00+00:00,140141,2
2023-09-07 01:00:00+00:00,140265,3
2023-09-07 01:30:00+00:00,139549,4
2023-09-07 02:00:00+00:00,140537,5
2023-09-07 02:30:00+00:00,140009,6
2023-09-07 03:00:00+00:00,138654,7
2023-09-07 03:30:00+00:00,139172,8
2023-09-07 04:00:00+00:00,139802,9
2023-09-07 04:30:00+00:00,143784,10
2023-09-07 05:00:00+00:00,152728,11
2023-09-07 05:30:00+00:00,160100,12
2023-09-07 06:00:00+00:00,165030,13
2023-09-07 06:30:00+00:00,169499,14
2023-09-07 07:00:00+00:00,175030,15
2023-09-07 07:30:00+00:00,174865,16
2023-09-07 08:00:00+00:00,175896,17
2023-09-07 08:30:00+00:00,175083,18
2023-09-07 09:00:00+00:00,171094,19
2023-09-07 09:30:00+00:00,167974,20
2023-09-07 10:00:00+00:00,167191,21
2023-09-07 10:30:00+00:00,164699,22
2023-09-07 11:00:00+00:00,164576,23
2023-09-07 11:30:00+00:00,164570,24
2023-09-07 12:00:00+00:00,165634,25
2023-09-07 12:30:00+00:00,166306,26
2023-09-07 13:00:00+00:00,166621,27
2023-09-07 13:30:00+00:00,167959,28
2023-09-07 14:00:00+00:00,168759,29
2023-09-07 14:30:00+00:00,176547,30
2023-09-07 15:00:00+00:00,180671,31
2023-09-07 15:30:00+00:00,187131,32
2023-09-07 16:00:00+00:00,192262,33
2023-09-07 16:30:00+00:00,196237,34
2023-09-07 17:00:00+00:00,198202,35
2023-09-07 17:30:00+00:00,199883,36
2023-09-07 18:00:00+00:00,199396,37
2023-09-07 18:30:00+00:00,198526,38
2023-09-07 19:00:00+00:00,198607,39
2023-09-07 19:30:00+00:00,194754,40
2023-09-07 20:00:00+00:00,188511,41
2023-09-07 20:30:00+00:00,182366,42
2023-09-07 21:00:00+00:00,171549,43
2023-09-07 21:30:00+00:00,162633,44
2023-09-07 22:00:00+00:00,155862,45
2023-09-07 22:30:00+00:00,150570,46
2023-09-07 23:00:00+00:00,148515,47
2023-09-07 23:30:00+00:00,146991,48
2023-09-08 00:00:00+00:00,24525,1
2023-09-09 00:00:00+00:00,139132,1
2023-09-09 00:30:00+00:00,136309,2
2023-09-09 01:00:00+00:00,134316,3
2023-09-09 01:30:00+00:00,132641,4
2023-09-09 02:00:00+00:00,133810,5
2023-09-09 02:30:00+00:00,133342,6
2023-09-09 03:00:00+00:00,133994,7
2023-09-09 03:30:00+00:00,133165,8
2023-09-09 04:00:00+00:00,132883,9
2023-09-09 04:30:00+00:00,133105,10
2023-09-09 05:00:00+00:00,133692,11
2023-09-09 05:30:00+00:00,135638,12
2023-09-09 06:00:00+00:00,138718,13
2023-09-09 06:30:00+00:00,141720,14
2023-09-09 07:00:00+00:00,149183,15
2023-09-09 07:30:00+00:00,150803,16
2023-09-09 08:00:00+00:00,152570,17
2023-09-09 08:30:00+00:00,151305,18
2023-09-09 09:00:00+00:00,148687,19
2023-09-09 09:30:00+00:00,144845,20
2023-09-09 10:00:00+00:00,141002,21
2023-09-09 10:30:00+00:00,139552,22
2023-09-09 11:00:00+00:00,138454,23
2023-09-09 11:30:00+00:00,137816,24
2023-09-09 12:00:00+00:00,136892,25
2023-09-09 12:30:00+00:00,135843,26
2023-09-09 13:00:00+00:00,135642,27
2023-09-09 13:30:00+00:00,138510,28
2023-09-09 14:00:00+00:00,140652,29
2023-09-09 14:30:00+00:00,144792,30
2023-09-09 15:00:00+00:00,149264,31
2023-09-09 15:30:00+00:00,159709,32
2023-09-09 16:00:00+00:00,172339,33
2023-09-09 16:30:00+00:00,178584,34
2023-09-09 17:00:00+00:00,182893,35
2023-09-09 17:30:00+00:00,183500,36
2023-09-09 18:00:00+00:00,185539,37
2023-09-09 18:30:00+00:00,185158,38
2023-09-09 19:00:00+00:00,179545,39
2023-09-09 19:30:00+00:00,177307,40
2023-09-09 20:00:00+00:00,172002,41
2023-09-09 20:30:00+00:00,168817,42
2023-09-09 21:00:00+00:00,165862,43
2023-09-09 21:30:00+00:00,160751,44
2023-09-09 22:00:00+00:00,152683,45
2023-09-09 22:30:00+00:00,144485,46
2023-09-09 23:00:00+00:00,139836,47
2023-09-09 23:30:00+00:00,137541,48
2023-09-10 00:00:00+00:00,135452,1
2023-09-10 00:30:00+00:00,134473,2
2023-09-10 01:00:00+00:00,134955,3
2023-09-10 01:30:00+00:00,134856,4
2023-09-10 02:00:00+00:00,133906,5
2023-09-10 02:30:00+00:00,132474,6
2023-09-10 03:00:00+00:00,132286,7
2023-09-10 03:30:00+00:00,131988,8
2023-09-10 04:00:00+00:00,132189,9
2023-09-10 04:30:00+00:00,131460,10
2023-09-10 05:00:00+00:00,131490,11
2023-09-10 05:30:00+00:00,131678,12
2023-09-10 06:00:00+00:00,129997,13
2023-09-10 06:30:00+00:00,133678,14
2023-09-10 07:00:00+00:00,141539,15
2023-09-10 07:30:00+00:00,143953,16
2023-09-10 08:00:00+00:00,150566,17
2023-09-10 08:30:00+00:00,153105,18
2023-09-10 09:00:00+00:00,154864,19
2023-09-10 09:30:00+00:00,153517,20
2023-09-10 10:00:00+00:00,155539,21
2023-09-10 10:30:00+00:00,155721,22
2023-09-10 11:00:00+00:00,157885,23
2023-09-10 11:30:00+00:00,157228,24
2023-09-10 12:00:00+00:00,156374,25
2023-09-10 12:30:00+00:00,154559,26
2023-09-10 13:00:00+00:00,154812,27
2023-09-10 13:30:00+00:00,156824,28
2023-09-10 14:00:00+00:00,162021,29
2023-09-10 14:30:00+00:00,165088,30
2023-09-10 15:00:00+00:00,167328,31
2023-09-10 15:30:00+00:00,174282,32
2023-09-10 16:00:00+00:00,180757,33
2023-09-10 16:30:00+00:00,184677,34
2023-09-10 17:00:00+00:00,187346,35
2023-09-10 17:30:00+00:00,188253,36
2023-09-10 18:00:00+00:00,190112,37
2023-09-10 18:30:00+00:00,190739,38
2023-09-10 19:00:00+00:00,184903,39
2023-09-10 19:30:00+00:00,181636,40
2023-09-10 20:00:00+00:00,178178,41
2023-09-10 20:30:00+00:00,171739,42
2023-09-10 21:00:00+00:00,165113,43
2023-09-10 21:30:00+00:00,157472,44
2023-09-10 22:00:00+00:00,144144,45
2023-09-10 22:30:00+00:00,138299,46
2023-09-10 23:00:00+00:00,140290,47
2023-09-10 23:30:00+00:00,140192,48
2023-09-11 00:00:00+00:00,139630,1
2023-09-11 00:30:00+00:00,138372,2
2023-09-11 01:00:00+00:00,138260,3
2023-09-11 01:30:00+00:00,136061,4
2023-09-11 02:00:00+00:00,135389,5
2023-09-11 02:30:00+00:00,135744,6
2023-09-11 03:00:00+00:00,139242,7
2023-09-11 03:30:00+00:00,140490,8
2023-09-11 04:00:00+00:00,145942,9
2023-09-11 04:30:00+00:00,153203,10
2023-09-11 05:00:00+00:00,165386,11
2023-09-11 05:30:00+00:00,175095,12
2023-09-11 06:00:00+00:00,180558,13
2023-09-11 06:30:00+00:00,184365,14
2023-09-11 07:00:00+00:00,180866,15
2023-09-11 07:30:00+00:00,179810,16
2023-09-11 08:00:00+00:00,178744,17
2023-09-11 08:30:00+00:00,177327,18
2023-09-11 09:00:00+00:00,174599,19
2023-09-11 09:30:00+00:00,173665,20
2023-09-11 10:00:00+00:00,173644,21
2023-09-11 10:30:00+00:00,174056,22
2023-09-11 11:00:00+00:00,175611,23
2023-09-11 11:30:00+00:00,175931,24
2023-09-11 12:00:00+00:00,176849,25
2023-09-11 12:30:00+00:00,175580,26
2023-09-11 13:00:00+00:00,174765,27
2023-09-11 13:30:00+00:00,174962,28
2023-09-11 14:00:00+00:00,174498,29
2023-09-11 14:30:00+00:00,177640,30
2023-09-11 15:00:00+00:00,183252,31
2023-09-11 15:30:00+00:00,187575,32
2023-09-11 16:00:00+00:00,196266,33
2023-09-11 16:30:00+00:00,199547,34
2023-09-11 17:00:00+00:00,203338,35
2023-09-11 17:30:00+00:00,204582,36
2023-09-11 18:00:00+00:00,203034,37
2023-09-11 18:30:00+00:00,201398,38
2023-09-11 19:00:00+00:00,198183,39
2023-09-11 19:30:00+00:00,194370,40
2023-09-11 20:00:00+00:00,185766,41
2023-09-11 20:30:00+00:00,180127,42
2023-09-11 21:00:00+00:00,173473,43
2023-09-11 21:30:00+00:00,167127,44
2023-09-11 22:00:00+00:00,161180,45
2023-09-11 22:30:00+00:00,154398,46
2023-09-11 23:00:00+00:00,153420,47
2023-09-11 23:30:00+00:00,152311,48
2023-09-12 00:00:00+00:00,151724,1
2023-09-12 00:30:00+00:00,150316,2
2023-09-12 01:00:00+00:00,149203,3
2023-09-12 01:30:00+00:00,147625,4
2023-09-12 02:00:00+00:00,145539,5
2023-09-12 02:30:00+00:00,144877,6
2023-09-12 03:00:00+00:00,147105,7
2023-09-12 03:30:00+00:00,147627,8
2023-09-12 04:00:00+00:00,155208,9
2023-09-12 04:30:00+00:00,158293,10
2023-09-12 05:00:00+00:00,164437,11
2023-09-12 05:30:00+00:00,173671,12
2023-09-12 06:00:00+00:00,176554,13
2023-09-12 06:30:00+00:00,182277,14
2023-09-12 07:00:00+00:00,180543,15
2023-09-12 07:30:00+00:00,182138,16
2023-09-12 08:00:00+00:00,185735,17
2023-09-12 08:30:00+00:00,185366,18
2023-09-12 09:00:00+00:00,184507,19
2023-09-12 09:30:00+00:00,184134,20
2023-09-12 10:00:00+00:00,180901,21
2023-09-12 10:30:00+00:00,180752,22
2023-09-12 11:00:00+00:00,181480,23
2023-09-12 11:30:00+00:00,182073,24
2023-09-12 12:00:00+00:00,179922,25
2023-09-12 12:30:00+00:00,178079,26
2023-09-12 13:00:00+00:00,178591,27
2023-09-12 13:30:00+00:00,178890,28
2023-09-12 14:00:00+00:00,183039,29
2023-09-12 14:30:00+00:00,185194,30
2023-09-12 15:00:00+00:00,191207,31
2023-09-12 15:30:00+00:00,196712,32
2023-09-12 16:00:00+00:00,202256,33
2023-09-12 16:30:00+00:00,204501,34
2023-09-12 17:00:00+00:00,206250,35
2023-09-12 17:30:00+00:00,208483,36
2023-09-12 18:00:00+00:00,209550,37
2023-09-12 18:30:00+00:00,209473,38
2023-09-12 19:00:00+00:00,206715,39
2023-09-12 19:30:00+00:00,200757,40
2023-09-12 20:00:00+00:00,196717,41
2023-09-12 20:30:00+00:00,190515,42
2023-09-12 21:00:00+00:00,183684,43
2023-09-12 21:30:00+00:00,173514,44
2023-09-12 22:00:00+00:00,151054,45
2023-09-12 22:30:00+00:00,143005,46
2023-09-12 23:00:00+00:00,138612,47
2023-09-12 23:30:00+00:00,136075,48
2023-09-13 00:00:00+00:00,141340,1
2023-09-13 00:30:00+00:00,142141,2
2023-09-13 01:00:00+00:00,139179,3
2023-09-13 01:30:00+00:00,136156,4
2023-09-13 02:00:00+00:00,135095,5
2023-09-13 02:30:00+00:00,134313,6
2023-09-13 03:00:00+00:00,135422,7
2023-09-13 03:30:00+00:00,136829,8
2023-09-13 04:00:00+00:00,142735,9
2023-09-13 04:30:00+00:00,147244,10
2023-09-13 05:00:00+00:00,158250,11
2023-09-13 05:30:00+00:00,167928,12
2023-09-13 06:00:00+00:00,171237,13
2023-09-13 06:30:00+00:00,176217,14
2023-09-13 07:00:00+00:00,175216,15
2023-09-13 07:30:00+00:00,172081,16
2023-09-13 08:00:00+00:00,169829,17
2023-09-13 08:30:00+00:00,165986,18
2023-09-13 09:00:00+00:00,161880,19
2023-09-13 09:30:00+00:00,159513,20
2023-09-13 10:00:00+00:00,156458,21
2023-09-13 10:30:00+00:00,155624,22
2023-09-13 11:00:00+00:00,157138,23
2023-09-13 11:30:00+00:00,153991,24
2023-09-13 12:00:00+00:00,153971,25
2023-09-13 12:30:00+00:00,153290,26
2023-09-13 13:00:00+00:00,149922,27
2023-09-13 13:30:00+00:00,152025,28
2023-09-13 14:00:00+00:00,153916,29
2023-09-13 14:30:00+00:00,159707,30
2023-09-13 15:00:00+00:00,171090,31
2023-09-13 15:30:00+00:00,180450,32
2023-09-13 16:00:00+00:00,190696,33
2023-09-13 16:30:00+00:00,196139,34
2023-09-13 17:00:00+00:00,198812,35
2023-09-13 17:30:00+00:00,201494,36
2023-09-13 18:00:00+00:00,196033,37
2023-09-13 18:30:00+00:00,196182,38
2023-09-13 19:00:00+00:00,191895,39
2023-09-13 19:30:00+00:00,186331,40
2023-09-13 20:00:00+00:00,188121,41
2023-09-13 20:30:00+00:00,180714,42
2023-09-13 21:00:00+00:00,172059,43
2023-09-13 21:30:00+00:00,163743,44
2023-09-13 22:00:00+00:00,147467,45
2023-09-13 22:30:00+00:00,140318,46
2023-09-13 23:00:00+00:00,138999,47
2023-09-13 23:30:00+00:00,137777,48
2023-09-14 00:00:00+00:00,140601,1
2023-09-14 00:30:00+00:00,139597,2
2023-09-14 01:00:00+00:00,137167,3
2023-09-14 01:30:00+00:00,135901,4
2023-09-14 02:00:00+00:00,134320,5
2023-09-14 02:30:00+00:00,132909,6
2023-09-14 03:00:00+00:00,132110,7
2023-09-14 03:30:00+00:00,132648,8
2023-09-14 04:00:00+00:00,134968,9
2023-09-14 04:30:00+00:00,139905,10
2023-09-14 05:00:00+00:00,150936,11
2023-09-14 05:30:00+00:00,162198,12
2023-09-14 06:00:00+00:00,171917,13
2023-09-14 06:30:00+00:00,175526,14
2023-09-14 07:00:00+00:00,172163,15
2023-09-14 07:30:00+00:00,172206,16
2023-09-14 08:00:00+00:00,172155,17
2023-09-14 08:30:00+00:00,170636,18
2023-09-14 09:00:00+00:00,171445,19
2023-09-14 09:30:00+00:00,170208,20
2023-09-14 10:00:00+00:00,168716,21
2023-09-14 10:30:00+00:00,168311,22
2023-09-14 11:00:00+00:00,168826,23
2023-09-14 11:30:00+00:00,167163,24
2023-09-14 12:00:00+00:00,165598,25
2023-09-14 12:30:00+00:00,163973,26
2023-09-14 13:00:00+00:00,164549,27
2023-09-14 13:30:00+00:00,166459,28
2023-09-14 14:00:00+00:00,170051,29
2023-09-14 14:30:00+00:00,175605,30
2023-09-14 15:00:00+00:00,183451,31
2023-09-14 15:30:00+00:00,187113,32
2023-09-14 16:00:00+00:00,190694,33
2023-09-14 16:30:00+00:00,194190,34
2023-09-14 17:00:00+00:00,195643,35
2023-09-14 17:30:00+00:00,196296,36
2023-09-14 18:00:00+00:00,199869,37
2023-09-14 18:30:00+00:00,200813,38
2023-09-14 19:00:00+00:00,193603,39
2023-09-14 19:30:00+00:00,188031,40
2023-09-14 20:00:00+00:00,180703,41
2023-09-14 20:30:00+00:00,173671,42
2023-09-14 21:00:00+00:00,166689,43
2023-09-14 21:30:00+00:00,158435,44
2023-09-14 22:00:00+00:00,146107,45
2023-09-14 22:30:00+00:00,139507,46
2023-09-14 23:00:00+00:00,136308,47
2023-09-14 23:30:00+00:00,135462,48
2023-09-15 00:00:00+00:00,22664,1
2023-09-16 00:00:00+00:00,125363,1
2023-09-16 00:30:00+00:00,123782,2
2023-09-16 01:00:00+00:00,124687,3
2023-09-16 01:30:00+00:00,124909,4
2023-09-16 02:00:00+00:00,126030,5
2023-09-16 02:30:00+00:00,124401,6
2023-09-16 03:00:00+00:00,124601,7
2023-09-16 03:30:00+00:00,124458,8
2023-09-16 04:00:00+00:00,125911,9
2023-09-16 04:30:00+00:00,128022,10
2023-09-16 05:00:00+00:00,129398,11
2023-09-16 05:30:00+00:00,132631,12
2023-09-16 06:00:00+00:00,133358,13
2023-09-16 06:30:00+00:00,137748,14
2023-09-16 07:00:00+00:00,143100,15
2023-09-16 07:30:00+00:00,146060,16
2023-09-16 08:00:00+00:00,147577,17
2023-09-16 08:30:00+00:00,146904,18
2023-09-16 09:00:00+00:00,145786,19
2023-09-16 09:30:00+00:00,143757,20
2023-09-16 10:00:00+00:00,143490,21
2023-09-16 10:30:00+00:00,143076,22
2023-09-16 11:00:00+00:00,142892,23
2023-09-16 11:30:00+00:00,143128,24
2023-09-16 12:00:00+00:00,143940,25
2023-09-16 12:30:00+00:00,143206,26
2023-09-16 13:00:00+00:00,141104,27
2023-09-16 13:30:00+00:00,143695,28
2023-09-16 14:00:00+00:00,137202,29
2023-09-16 14:30:00+00:00,147228,30
2023-09-16 15:00:00+00:00,149990,31
2023-09-16 15:30:00+00:00,161027,32
2023-09-16 16:00:00+00:00,170705,33
2023-09-16 16:30:00+00:00,176848,34
2023-09-16 17:00:00+00:00,180110,35
2023-09-16 17:30:00+00:00,182779,36
2023-09-16 18:00:00+00:00,181210,37
2023-09-16 18:30:00+00:00,183621,38
2023-09-16 19:00:00+00:00,177854,39
2023-09-16 19:30:00+00:00,173318,40
2023-09-16 20:00:00+00:00,169105,41
2023-09-16 20:30:00+00:00,163330,42
2023-09-16 21:00:00+00:00,152403,43
2023-09-16 21:30:00+00:00,146741,44
2023-09-16 22:00:00+00:00,135035,45
2023-09-16 22:30:00+00:00,129342,46
2023-09-16 23:00:00+00:00,127315,47
2023-09-16 23:30:00+00:00,125147,48
2023-09-17 00:00:00+00:00,125041,1
2023-09-17 00:30:00+00:00,125000,2
2023-09-17 01:00:00+00:00,125254,3
2023-09-17 01:30:00+00:00,125846,4
2023-09-17 02:00:00+00:00,124032,5
2023-09-17 02:30:00+00:00,124137,6
2023-09-17 03:00:00+00:00,123210,7
2023-09-17 03:30:00+00:00,122966,8
2023-09-17 04:00:00+00:00,123677,9
2023-09-17 04:30:00+00:00,124797,10
2023-09-17 05:00:00+00:00,126830,11
2023-09-17 05:30:00+00:00,127430,12
2023-09-17 06:00:00+00:00,131633,13
2023-09-17 06:30:00+00:00,134429,14
2023-09-17 07:00:00+00:00,137679,15
2023-09-17 07:30:00+00:00,139910,16
2023-09-17 08:00:00+00:00,141816,17
2023-09-17 08:30:00+00:00,144404,18
2023-09-17 09:00:00+00:00,148322,19
2023-09-17 09:30:00+00:00,149555,20
2023-09-17 10:00:00+00:00,150680,21
2023-09-17 10:30:00+00:00,153034,22
2023-09-17 11:00:00+00:00,156140,23
2023-09-17 11:30:00+00:00,157134,24
2023-09-17 12:00:00+00:00,158765,25
2023-09-17 12:30:00+00:00,157365,26
2023-09-17 13:00:00+00:00,157368,27
2023-09-17 13:30:00+00:00,157299,28
2023-09-17 14:00:00+00:00,157624,29
2023-09-17 14:30:00+00:00,160055,30
2023-09-17 15:00:00+00:00,167305,31
2023-09-17 15:30:00+00:00,172565,32
2023-09-17 16:00:00+00:00,179272,33
2023-09-17 16:30:00+00:00,182646,34
2023-09-17 17:00:00+00:00,183193,35
2023-09-17 17:30:00+00:00,184549,36
2023-09-17 18:00:00+00:00,183607,37
2023-09-17 18:30:00+00:00,182810,38
2023-09-17 19:00:00+00:00,176885,39
2023-09-17 19:30:00+00:00,172177,40
2023-09-17 20:00:00+00:00,167552,41
2023-09-17 20:30:00+00:00,160529,42
2023-09-17 21:00:00+00:00,152959,43
2023-09-17 21:30:00+00:00,144435,44
2023-09-17 22:00:00+00:00,137608,45
2023-09-17 22:30:00+00:00,134636,46
2023-09-17 23:00:00+00:00,131086,47
2023-09-17 23:30:00+00:00,129005,48
2023-09-18 00:00:00+00:00,124284,1
2023-09-18 00:30:00+00:00,121856,2
2023-09-18 01:00:00+00:00,126094,3
2023-09-18 01:30:00+00:00,124786,4
2023-09-18 02:00:00+00:00,123461,5
2023-09-18 02:30:00+00:00,124735,6
2023-09-18 03:00:00+00:00,124112,7
2023-09-18 03:30:00+00:00,124137,8
2023-09-18 04:00:00+00:00,126189,9
2023-09-18 04:30:00+00:00,131693,10
2023-09-18 05:00:00+00:00,136713,11
2023-09-18 05:30:00+00:00,148649,12
2023-09-18 06:00:00+00:00,160105,13
2023-09-18 06:30:00+00:00,166696,14
2023-09-18 07:00:00+00:00,175499,15
